"","1","2","3","4","5","6","7","8","9","10"
"t});a.timetorespond",0,0,0,0,0,1,1,0,0,1
"t},a.transformadservertargetingobj",0,0,0,0,0,1,1,0,0,1
"t}function",0,0,0,0,0,1,1,0,0,1
"t}},a.getvaluestring",0,0,0,0,0,1,1,0,0,1
"t}}}},28:",0,0,0,0,0,1,1,0,0,1
"u(""timetorespond"",",0,0,0,0,0,1,1,0,0,1
"u(a,",0,0,0,0,0,1,1,0,0,1
"u(e,",0,0,0,0,0,2,2,0,0,2
"u(n)",0,0,0,0,0,1,1,0,0,1
"u(n.getbidsreceived().filter((function(e)",0,0,0,0,0,1,1,0,0,1
"u(r,",0,0,0,0,0,1,1,0,0,1
"u.bidders,",0,0,0,0,0,1,1,0,0,1
"u.filtersettings;if",0,0,0,0,0,1,1,0,0,1
"u.syncsperbidder)return",0,0,0,0,0,1,1,0,0,1
"u.url",0,0,0,0,0,1,1,0,0,1
"u.url}),a.renderer.setrender(u.render));var",0,0,0,0,0,1,1,0,0,1
"undefined",0,0,0,0,0,1,1,0,0,1
"undermining",0,0,0,0,0,1,0,0,0,0
"underway",0,0,0,0,0,1,0,0,0,0
"unfolds.",0,0,0,0,0,1,1,0,0,1
"updated",0,0,0,0,0,1,1,0,0,1
"upper",0,0,0,0,0,1,0,0,0,0
"url",0,0,0,0,0,1,1,0,0,1
"uruguay",0,0,0,0,0,1,0,0,0,0
"us,",0,0,0,0,0,1,0,0,1,0
"user",0,0,0,0,0,1,1,0,0,1
"usersync",0,0,0,0,0,1,1,0,0,1
"v()",0,0,0,0,0,1,1,0,0,1
"v(e,",0,0,0,0,0,1,1,0,0,1
"v,t.adjustbids",0,0,0,0,0,1,1,0,0,1
"v.ad_units.reduce((function(e,",0,0,0,0,0,1,1,0,0,1
"valid",0,0,0,0,0,1,1,0,0,1
"vecchio,",0,0,0,0,0,1,0,0,0,0
"velasco",0,0,0,0,0,1,0,0,0,0
"velasco,",0,0,0,0,0,1,0,0,0,0
"veloz",0,0,0,0,0,1,0,0,0,0
"venezuela""",0,0,0,0,0,1,0,0,0,0
"venezuela,""",0,0,0,0,0,1,0,0,0,1
"victory""",0,0,0,0,0,1,0,0,0,0
"video.",0,0,0,0,0,2,1,0,0,4
"video.playersize",0,0,0,0,0,1,1,0,0,1
"vladimir",0,0,0,0,0,1,1,0,0,1
"voiced",0,0,0,0,0,1,0,0,0,0
"void",0,0,0,0,0,7,7,0,0,7
"w(e,",0,0,0,0,0,1,1,0,0,1
"w,t.getstandardbiddersettings",0,0,0,0,0,1,1,0,0,1
"w.config.getconfig(""currency.granularitymultiplier""));return",0,0,0,0,0,1,1,0,0,1
"w.config.getconfig(""custompricebucket""),",0,0,0,0,0,1,1,0,0,1
"w.config.getconfig(""mediatypepricegranularity.""",0,0,0,0,0,2,2,0,0,2
"w.config.getconfig(""pricegranularity""),",0,0,0,0,0,1,1,0,0,1
"w.config.getconfig(""timeoutbuffer"")",0,0,0,0,0,1,1,0,0,1
"w.isarray(e)",0,0,0,0,0,1,1,0,0,1
"w.logerror(""detected",0,0,0,0,0,1,1,0,0,1
"w.logwarn(""callbids",0,0,0,0,0,1,1,0,0,1
"walks",0,0,0,0,0,1,0,0,0,0
"walsh",0,0,0,0,0,1,0,0,0,0
"walsh,",0,0,0,0,0,1,0,0,0,0
"washington",0,0,0,0,0,1,0,0,0,1
"washington,",0,0,0,0,0,2,1,0,0,2
"watch",0,0,0,0,0,2,3,0,0,6
"way,""",0,0,0,0,0,1,0,0,0,0
"wearing",0,0,0,0,0,1,0,0,0,0
"wears",0,0,0,0,0,1,0,0,0,0
"whitelisted",0,0,0,0,0,1,1,0,0,1
"window.screen.height].join(""x"")}function",0,0,0,0,0,1,1,0,0,1
"without",0,0,0,0,0,1,1,0,0,1
"words",0,0,0,0,0,1,0,0,0,0
"workers'",0,0,0,0,0,1,0,0,0,0
"world,",0,0,0,0,0,2,0,0,1,0
"worldwide",0,0,0,0,0,2,2,0,0,2
"wounded",0,0,0,0,0,2,0,0,0,0
"wrapped",0,0,0,0,0,1,0,0,0,0
"wrapper",0,0,0,0,0,1,1,0,0,1
"y()",0,0,0,0,0,2,2,0,0,2
"y();return",0,0,0,0,0,1,1,0,0,1
"y),i",0,0,0,0,0,1,1,0,0,1
"y,u",0,0,0,0,0,1,1,0,0,1
"y.foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"yanez",0,0,0,0,0,3,0,0,0,0
"year's",0,0,0,0,0,1,0,0,0,0
"year.""",0,0,0,0,0,1,0,0,0,0
"youth,""",0,0,0,0,0,1,0,0,0,0
"z(e,",0,0,0,0,0,1,1,0,0,1
"{""loaded""",0,0,0,0,0,1,1,0,0,1
"{""use",0,0,0,0,0,2,2,0,0,2
"{a.logerror(""cannot",0,0,0,0,0,1,1,0,0,1
"{a.logwarn(""module",0,0,0,0,0,1,1,0,0,1
"{addbidresponse:",0,0,0,0,0,1,1,0,0,1
"{auctionid:",0,0,0,0,0,1,1,0,0,1
"{b.emit(c.events.bid_requested,",0,0,0,0,0,1,1,0,0,1
"{b.foreach((function(t)",0,0,0,0,0,1,1,0,0,1
"{callbids:",0,0,0,0,0,1,1,0,0,1
"{d[t].loaded",0,0,0,0,0,1,1,0,0,1
"{default:",0,0,0,0,0,2,2,0,0,2
"{e.code",0,0,0,0,0,1,1,0,0,1
"{e.exports",0,0,0,0,0,2,2,0,0,2
"{e.start",0,0,0,0,0,1,1,0,0,1
"{for",0,0,0,0,0,1,2,0,0,5
"{if",0,0,0,0,0,12,25,0,0,64
"{key:",0,0,0,0,0,6,6,0,0,6
"{loaded:",0,0,0,0,0,1,1,0,0,1
"{max:",0,0,0,0,0,1,1,0,0,1
"{o.logerror(""bidmanager"",",0,0,0,0,0,1,1,0,0,1
"{o.logerror(""error",0,0,0,0,0,1,1,0,0,1
"{r.callsettargetingbidder(e.bidder,",0,0,0,0,0,1,1,0,0,1
"{r.foreach((function(e)",0,0,0,0,0,1,1,0,0,1
"{request:",0,0,0,0,0,2,2,0,0,2
"{return",0,0,0,0,0,56,56,0,0,56
"{rpfl_elemid:",0,0,0,0,0,1,1,0,0,1
"{s(e)}));var",0,0,0,0,0,1,1,0,0,1
"{t()}),n.src",0,0,0,0,0,1,1,0,0,1
"{this.auctionaddbidresponse(e,",0,0,0,0,0,1,1,0,0,1
"{tid:",0,0,0,0,0,1,1,0,0,1
"{u.emit(n.events.bid_response,",0,0,0,0,0,1,1,0,0,1
"{v++;var",0,0,0,0,0,1,1,0,0,1
"{v--,t",0,0,0,0,0,1,1,0,0,1
"{value:",0,0,0,0,0,2,2,0,0,2
"{var",0,0,0,0,0,36,40,0,0,52
"{void",0,0,0,0,0,2,2,0,0,2
"{w.isarray(e.adservertargeting[t])",0,0,0,0,0,1,1,0,0,1
"{{if",0,0,0,0,0,1,1,0,0,1
"{}),r[n.json_mapping.bd_setting_standard][n.json_mapping.adserver_targeting]",0,0,0,0,0,1,1,0,0,1
"{})},a.isvalidmediatypes",0,0,0,0,0,1,1,0,0,1
"{},",0,0,0,0,0,4,4,0,0,4
"{},setbiddercode:",0,0,0,0,0,1,1,0,0,1
"{}.tostring;e.exports",0,0,0,0,0,1,1,0,0,1
"{};function",0,0,0,0,0,1,1,0,0,1
"{};if",0,0,0,0,0,1,1,0,0,1
"{};var",0,0,0,0,0,1,1,0,0,1
"{}},27:",0,0,0,0,0,1,1,0,0,1
"!dataobj.fullscreen)",0,0,0,0,0,0,1,0,0,4
"!modernizr.mobile",0,0,0,0,0,0,5,0,0,20
"!modernizr.phone",0,0,0,0,0,0,5,0,0,20
"!modernizr.tablet)",0,0,0,0,0,0,5,0,0,20
"$endslate",0,0,0,0,0,0,1,0,0,4
"&&(modernizr.phone",0,0,0,0,0,0,1,0,0,4
"&&cnn.contentmodel.pagetype",0,0,0,0,0,0,1,0,0,4
"&&cnn.videoplayer.getlibraryname(containerid)",0,0,0,0,0,0,1,0,0,4
"&&fave.utils.os",0,0,0,0,0,0,1,0,0,4
"&&jquery(containerclassid).parents('.js-pg-rail-tall__head').length",0,0,0,0,0,0,1,0,0,4
"&&modernizr",0,0,0,0,0,0,1,0,0,4
"&&typeof",0,0,0,0,0,0,1,0,0,4
"'#'",0,0,0,0,0,0,1,0,0,4
"'',isliveplayer",0,0,0,0,0,0,1,0,0,4
"'',nextvideourl",0,0,0,0,0,0,1,0,0,4
"'',turnonflashmessaging",0,0,0,0,0,0,1,0,0,4
"');$videndslate.removeclass('video__end-slate--inactive').addclass('video__end-slate--active');}};cnn.autoplayvideoexist",0,0,0,0,0,0,1,0,0,4
"'100%',frameheight:",0,0,0,0,0,0,1,0,0,4
"'100%',height:",0,0,0,0,0,0,1,0,0,4
"'100%',posterimageoverride:",0,0,0,0,0,0,1,0,0,4
"'100%',section:",0,0,0,0,0,0,1,0,0,4
"'article')",0,0,0,0,0,0,1,0,0,4
"'cnn',markupid:",0,0,0,0,0,0,1,0,0,4
"'const-article-pagetop',framewidth:",0,0,0,0,0,0,1,0,0,1
"'expansion',network:",0,0,0,0,0,0,1,0,0,4
"'fave'",0,0,0,0,0,0,1,0,0,4
"'function')",0,0,0,0,0,0,3,0,0,12
"'international',profile:",0,0,0,0,0,0,1,0,0,4
"'ios'",0,0,0,0,0,0,1,0,0,4
"'large-media_0',adsection:",0,0,0,0,0,0,1,0,0,1
"'none',video:",0,0,0,0,0,0,1,0,0,4
"'object'",0,0,0,0,0,0,1,0,0,4
"'string'",0,0,0,0,0,0,1,0,0,4
"'tv/2019/01/23/venezuela-protest-violence-maduro-second-term-2019.cnn',width:",0,0,0,0,0,0,1,0,0,0
"'undefined'",0,0,0,0,0,0,4,0,0,16
"($endslate.length",0,0,0,0,0,0,1,0,0,4
"(0526",0,0,0,0,0,0,1,0,0,0
"(autostartvideo",0,0,0,0,0,0,1,0,0,4
"(cnn.autoplayvideoexist",0,0,0,0,0,0,3,0,0,12
"(cnn.companion",0,0,0,0,0,0,3,0,0,12
"(cnn.features.enablemobilewebfloatingplayer",0,0,0,0,0,0,1,0,0,4
"(containerid)",0,0,0,0,0,0,1,0,0,4
"(containerid,",0,0,0,0,0,0,11,0,0,44
"(currentvideoid",0,0,0,0,0,0,1,0,0,4
"(endslatelen",0,0,0,0,0,0,1,0,0,4
"(jquery(containerclassid).parents('.js-pg-rail-tall__head').length)",0,0,0,0,0,0,1,0,0,4
"(mobilepinnedview",0,0,0,0,0,0,1,0,0,4
"(mobilepinnedview)",0,0,0,0,0,0,5,0,0,20
"(modernizr",0,0,0,0,0,0,5,0,0,20
"(turnonflashmessaging",0,0,0,0,0,0,1,0,0,4
"(typeof",0,0,0,0,0,0,5,0,0,20
"*/cnn.videoplayer.dismissmobilepinnedplayer(containerid);cleartimeout(movetonexttimeout);cnn.videoplayer.hidespinner(containerid);if",0,0,0,0,0,0,1,0,0,4
"*/cnn.videoplayer.dismissmobilepinnedplayer(containerid);cnn.videoplayer.muteplayer(containerid);if",0,0,0,0,0,0,1,0,0,4
"*/cnn.videx",0,0,0,0,0,0,1,0,0,4
"02:29",0,0,0,0,0,0,1,0,0,0
"2126",0,0,0,0,0,0,1,0,0,0
"29,",0,0,0,0,0,0,1,0,0,1
"696",0,0,0,0,0,0,1,0,0,0
"850",0,0,0,0,0,0,1,0,0,1
"[],currentvideocollectionid",0,0,0,0,0,0,1,0,0,4
"adtype)",0,0,0,0,0,0,1,0,0,4
"adtype,",0,0,0,0,0,0,1,0,0,4
"adviser",0,0,0,0,0,0,1,0,0,1
"airing",0,0,0,0,0,0,1,0,0,0
"autostartvideo,",0,0,0,0,0,0,1,0,0,4
"autostartvideo;cnn.videoplayer.setplayerproperties(configobj.markupid,",0,0,0,0,0,0,1,0,0,4
"blockid,",0,0,0,0,0,0,2,0,0,8
"brass",0,0,0,0,0,0,1,0,0,0
"callbackobj,",0,0,0,0,0,0,1,0,0,4
"chaos",0,0,0,0,0,0,1,0,0,0
"cnn.companion.updatecompanionlayout",0,0,0,0,0,0,3,0,0,12
"cnn.features.enableautoplayblock",0,0,0,0,0,0,1,0,0,4
"cnn.mobilepinnedview({element:",0,0,0,0,0,0,1,0,0,4
"cnn.mobilewebfloatingplayer.transition,onpin:",0,0,0,0,0,0,1,0,0,4
"cnn.pagevis.isdocumentvisible());if",0,0,0,0,0,0,1,0,0,4
"cnn.videoendslate('large-media_0');function",0,0,0,0,0,0,1,0,0,1
"cnn.videopinner(containerclassid);videopinner.init();}",0,0,0,0,0,0,1,0,0,4
"cnn.videx",0,0,0,0,0,0,1,0,0,4
"cnn.videx.mobile",0,0,0,0,0,0,1,0,0,4
"cnn.videx.mobile.pinnedplayer",0,0,0,0,0,0,1,0,0,4
"company.",0,0,0,0,0,0,1,0,0,0
"configobj",0,0,0,0,0,0,1,0,0,4
"configobj.context",0,0,0,0,0,0,1,0,0,4
"configobj.context.length",0,0,0,0,0,0,1,0,0,4
"configobj.markupid);videoendslateimpl",0,0,0,0,0,0,1,0,0,4
"containerid);},oncontentend:",0,0,0,0,0,0,1,0,0,4
"containerid;cnn.videoplayer.handleinitialexpandablevideostate(containerid);cnn.videoplayer.handleadoncvpvisibilitychange(containerid,",0,0,0,0,0,0,1,0,0,4
"contentid)",0,0,0,0,0,0,4,0,0,16
"contentid,",0,0,0,0,0,0,2,0,0,8
"cotovio",0,0,0,0,0,0,1,0,0,1
"council",0,0,0,0,0,0,2,0,0,0
"currentvideocollection.length",0,0,0,0,0,0,1,0,0,4
"cvpid,",0,0,0,0,0,0,7,0,0,28
"dataobj",0,0,0,0,0,0,1,0,0,4
"dataobj)",0,0,0,0,0,0,1,0,0,4
"dataobj);if",0,0,0,0,0,0,1,0,0,4
"dead",0,0,0,0,0,0,1,0,0,0
"declarations",0,0,0,0,0,0,1,0,0,0
"detained",0,0,0,0,0,0,1,0,0,0
"detained,",0,0,0,0,0,0,1,0,0,0
"detentions",0,0,0,0,0,0,1,0,0,0
"die",0,0,0,0,0,0,1,0,1,1
"died",0,0,0,0,0,0,1,0,0,0
"dismissing",0,0,0,0,0,0,2,0,0,8
"downward",0,0,0,0,0,0,1,0,0,0
"duration,",0,0,0,0,0,0,3,0,0,12
"emanuella",0,0,0,0,0,0,1,0,0,0
"endslatelen",0,0,0,0,0,0,1,0,0,4
"event)",0,0,0,0,0,0,1,0,0,4
"false",0,0,0,0,0,0,1,0,0,4
"false)",0,0,0,0,0,0,1,0,0,4
"false,callbackobj,containerel,currentvideocollection",0,0,0,0,0,0,1,0,0,4
"false,isvideoreplayclicked",0,0,0,0,0,0,1,0,0,4
"false,mediametadatacallbacks,mobilepinnedview",0,0,0,0,0,0,1,0,0,4
"false,nextvideoid",0,0,0,0,0,0,1,0,0,4
"false,transition:",0,0,0,0,0,0,1,0,0,4
"false,videopinner,videoendslateimpl;if",0,0,0,0,0,0,1,0,0,4
"false;cnn.videoplayer.getlibrary(configobj,",0,0,0,0,0,0,1,0,0,4
"false;containerel",0,0,0,0,0,0,1,0,0,4
"false;var",0,0,0,0,0,0,1,0,0,4
"fave.player.getinstance(containerid);mobilepinnedview",0,0,0,0,0,0,1,0,0,4
"figures",0,0,0,0,0,0,1,0,0,1
"findnextvideo(currentvideoid)",0,0,0,0,0,0,1,0,0,4
"function",0,0,0,0,0,0,15,0,0,60
"function(containerid,",0,0,0,0,0,0,1,0,0,4
"grinberg",0,0,0,0,0,0,1,0,0,0
"guaid,",0,0,0,0,0,0,2,0,0,0
"guaid.",0,0,0,0,0,0,1,0,1,0
"height)",0,0,0,0,0,0,1,0,0,4
"highest",0,0,0,0,0,0,1,0,0,0
"human",0,0,0,0,0,0,3,0,0,1
"i,vidobj;if",0,0,0,0,0,0,1,0,0,4
"id,",0,0,0,0,0,0,2,0,0,8
"instance,",0,0,0,0,0,0,1,0,0,4
"isadpause)",0,0,0,0,0,0,1,0,0,4
"isadpause);}},ontrackingfullscreen:",0,0,0,0,0,0,1,0,0,4
"isliveplayer);});cnn.injector.scriptcomplete('videodemanddust');",0,0,0,0,0,0,1,0,0,4
"isliveplayer,",0,0,0,0,0,0,1,0,0,4
"isqueue)",0,0,0,0,0,0,1,0,0,4
"isvideoreplayclicked,",0,0,0,0,0,0,1,0,0,4
"john",0,0,0,0,0,0,1,0,0,4
"jquery(containerclassid),enabled:",0,0,0,0,0,0,1,0,0,4
"jquery(document.getelementbyid(configobj.markupid));cnn.videoplayer.showflashslate(containerel);}",0,0,0,0,0,0,1,0,0,4
"jquery(document.getelementbyid(containerid)).parent().find('.js-video__end-slate').eq(0).length;cnn.videosourceutils.updatesource(containerid,",0,0,0,0,0,0,1,0,0,4
"jquery(document.getelementbyid(containerid)).parent().find('.js-video__end-slate').eq(0);if",0,0,0,0,0,0,1,0,0,4
"jquery.isarray(currentvideocollection)",0,0,0,0,0,0,1,0,0,4
"kallingal",0,0,0,0,0,0,1,0,0,0
"killed",0,0,0,0,0,0,1,0,0,2
"least",0,0,0,0,0,0,3,0,0,2
"loop",0,0,0,0,0,0,1,0,0,0
"lopez",0,0,0,0,0,0,1,0,0,0
"mallika",0,0,0,0,0,0,1,0,0,0
"metadata);if",0,0,0,0,0,0,1,0,0,4
"metadata,",0,0,0,0,0,0,1,0,0,4
"mobilepinnedview;}if",0,0,0,0,0,0,1,0,0,4
"mode,",0,0,0,0,0,0,2,0,0,8
"modernizr.mobile",0,0,0,0,0,0,1,0,0,4
"modernizr.tablet)",0,0,0,0,0,0,1,0,0,4
"monday",0,0,0,0,0,0,1,0,0,4
"movement",0,0,0,0,0,0,1,0,9,0
"must",0,0,0,0,0,0,1,0,2,4
"muteplayerenabled);cnn.videoplayer.setfirstvideoincollection(currentvideocollection,",0,0,0,0,0,0,1,0,0,4
"null)",0,0,0,0,0,0,4,0,0,16
"null,movetonexttimeout,muteplayerenabled",0,0,0,0,0,0,1,0,0,4
"number",0,0,0,0,0,0,1,0,0,0
"opposition,",0,0,0,0,0,0,1,0,0,1
"orchestrating",0,0,0,0,0,0,1,0,0,0
"others,",0,0,0,0,0,0,1,0,0,0
"ouster.",0,0,0,0,0,0,1,0,0,0
"over",0,0,0,0,0,0,1,0,2,2
"paused)",0,0,0,0,0,0,1,0,0,4
"paused);}},oncontentmetadata:",0,0,0,0,0,0,1,0,0,4
"pinned",0,0,0,0,0,0,2,0,0,8
"pinnedplayer",0,0,0,0,0,0,2,0,0,8
"player",0,0,0,0,0,0,1,0,0,4
"playerid,",0,0,0,0,0,0,5,0,0,20
"playerinstance,containerclassid",0,0,0,0,0,0,1,0,0,4
"playerinstance,prevvideoid;if",0,0,0,0,0,0,1,0,0,4
"players",0,0,0,0,0,0,3,0,0,12
"plays",0,0,0,0,0,0,2,0,0,8
"protesting",0,0,0,0,0,0,2,0,0,0
"quickly",0,0,0,0,0,0,1,0,0,0
"recent",0,0,0,0,0,0,2,0,1,0
"replay",0,0,0,0,0,0,1,0,0,4
"reprisals.",0,0,0,0,0,0,1,0,0,0
"russia,",0,0,0,0,0,0,1,0,0,1
"self-appointed",0,0,0,0,0,0,1,0,0,1
"soldiers",0,0,0,0,0,0,1,0,0,2
"spiraled",0,0,0,0,0,0,1,0,0,0
"stands",0,0,0,0,0,0,1,0,1,1
"stern",0,0,0,0,0,0,1,0,0,0
"storing",0,0,0,0,0,0,1,0,0,4
"story.",0,0,0,0,0,0,1,0,0,0
"struggle.",0,0,0,0,0,0,1,0,0,2
"sunday",0,0,0,0,0,0,1,0,0,0
"television.",0,0,0,0,0,0,1,0,0,0
"token,",0,0,0,0,0,0,2,0,0,8
"toll",0,0,0,0,0,0,1,0,0,1
"true",0,0,0,0,0,0,2,0,0,8
"true)",0,0,0,0,0,0,4,0,0,16
"true;if",0,0,0,0,0,0,1,0,0,1
"true;}}}configobj.autostart",0,0,0,0,0,0,1,0,0,4
"unflinching",0,0,0,0,0,0,1,0,0,0
"vasco",0,0,0,0,0,0,1,0,0,1
"venezuela?",0,0,0,0,0,0,2,0,0,0
"videoid,",0,0,0,0,0,0,1,0,0,4
"videopinner",0,0,0,0,0,0,8,0,0,32
"visible)",0,0,0,0,0,0,1,0,0,4
"visible);}};if",0,0,0,0,0,0,1,0,0,4
"warned",0,0,0,0,0,0,1,0,0,0
"watched",0,0,0,0,0,0,1,0,0,4
"why",0,0,0,0,0,0,2,0,1,0
"width,",0,0,0,0,0,0,1,0,0,4
"window.ssid;}cnn.autoplayvideoexist",0,0,0,0,0,0,1,0,0,4
"years,",0,0,0,0,0,0,1,0,0,0
"{""mini"":{""width"":220,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-small-169.jpg"",""height"":124},""xsmall"":{""width"":307,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-medium-plus-169.jpg"",""height"":173},""small"":{""width"":460,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-large-169.jpg"",""height"":259},""medium"":{""width"":780,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-exlarge-169.jpg"",""height"":438},""large"":{""width"":1100,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-super-169.jpg"",""height"":619},""full16x9"":{""width"":1600,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-full-169.jpg"",""height"":900},""mini1x1"":{""width"":120,""type"":""jpg"",""uri"":""//cdn.cnn.com/cnnnext/dam/assets/190121165708-venezuela-protests-0121-small-11.jpg"",""height"":120}}},autostartvideo",0,0,0,0,0,0,1,0,0,0
"{$endslate.removeclass('video__end-slate--active').addclass('video__end-slate--inactive');}}}},oncontentbegin:",0,0,0,0,0,0,1,0,0,4
"{/*",0,0,0,0,0,0,1,0,0,4
"{autostartvideo",0,0,0,0,0,0,2,0,0,8
"{cnn.autoplayvideoexist",0,0,0,0,0,0,1,0,0,4
"{cnn.companion.updatecompanionlayout('removeepicads');}cnn.videoplayer.hidespinner(containerid);cleartimeout(movetonexttimeout);cnn.videosourceutils.clearsource(containerid);jquery(document).triggervideocontentstarted();},oncontentcomplete:",0,0,0,0,0,0,1,0,0,4
"{cnn.companion.updatecompanionlayout('restoreepicads');}cleartimeout(movetonexttimeout);cnn.videoplayer.hidespinner(containerid);if",0,0,0,0,0,0,1,0,0,4
"{cnn.companion.updatecompanionlayout('restorefreewheel');}navigatetonextvideo(contentid,",0,0,0,0,0,0,1,0,0,4
"{cnn.videoplayer.handleadoncvpvisibilitychange(containerid,",0,0,0,0,0,0,1,0,0,4
"{cnn.videoplayer.handlefullscreenchange(containerid,",0,0,0,0,0,0,1,0,0,4
"{cnn.videoplayer.handlemobilepinnedplayerstates(containerid,",0,0,0,0,0,0,2,0,0,8
"{cnn.videoplayer.hidethumbnail(containerid);}}},oncontententryload:",0,0,0,0,0,0,1,0,0,4
"{cnn.videoplayer.showspinner(containerid);},oncontentpause:",0,0,0,0,0,0,1,0,0,4
"{cnn.videx.mobile.pinnedplayer.disable();playerinstance.pause();}});/*",0,0,0,0,0,0,1,0,0,4
"{configobj.adsection",0,0,0,0,0,0,1,0,0,4
"{jquery(document).scrolltop(mobilepinnedview.getscrollposition());playerinstance.hideui();}},oncontentplay:",0,0,0,0,0,0,1,0,0,4
"{mobilepinnedview.disable();}}}}callbackobj",0,0,0,0,0,0,1,0,0,4
"{mobilepinnedview.enable();}/*",0,0,0,0,0,0,1,0,0,4
"{onplayerready:",0,0,0,0,0,0,1,0,0,4
"{playerinstance",0,0,0,0,0,0,1,0,0,4
"{playerinstance.enterfullscreen();playerinstance.showui();}},ondismiss:",0,0,0,0,0,0,1,0,0,4
"{playerinstance.hideui();},onunpin:",0,0,0,0,0,0,1,0,0,4
"{playerinstance.showui();},onplayerclick:",0,0,0,0,0,0,1,0,0,4
"{thumb:",0,0,0,0,0,0,1,0,0,4
"{videoendslateimpl.fetchandshowrecommendedvideos(metadata);}},onadplay:",0,0,0,0,0,0,1,0,0,4
"{videoendslateimpl.showendslateforcontainer();if",0,0,0,0,0,0,1,0,0,4
"{videopinner",0,0,0,0,0,0,1,0,0,4
"{videopinner.setisplaying(false);}}},oncvpvisibilitychange:",0,0,0,0,0,0,1,0,0,4
"{videopinner.setisplaying(true);var",0,0,0,0,0,0,1,0,0,4
"{videopinner.setisplaying(true);videopinner.animatedown();}}},onadpause:",0,0,0,0,0,0,1,0,0,4
"{videopinner.setisplaying(true);videopinner.animatedown();}}},oncontentreplayrequest:",0,0,0,0,0,0,1,0,0,4
"{};cnn.videx.mobile",0,0,0,0,0,0,1,0,0,4
"{};cnn.videx.mobile.pinnedplayer",0,0,0,0,0,0,1,0,0,4
"0:53",0,0,0,0,0,0,0,1,0,0
"10.09gmt",0,0,0,0,0,0,0,1,0,0
"10.12gmt",0,0,0,0,0,0,0,1,0,0
"held",0,0,0,0,0,0,0,1,0,0
"recognised",0,0,0,0,0,0,0,1,1,0
"resign",0,0,0,0,0,0,0,2,1,0
"reuters",0,0,0,0,0,0,0,1,0,0
"self-proclaimed",0,0,0,0,0,0,0,1,0,0
"source:",0,0,0,0,0,0,0,1,0,0
"sun",0,0,0,0,0,0,0,2,2,0
"urge",0,0,0,0,0,0,0,2,0,1
"09.00gmt",0,0,0,0,0,0,0,0,1,0
"10%,",0,0,0,0,0,0,0,0,1,0
"10.21gmt",0,0,0,0,0,0,0,0,1,0
"2013,",0,0,0,0,0,0,0,0,2,0
"2015",0,0,0,0,0,0,0,0,1,0
"2017",0,0,0,0,0,0,0,0,2,0
"25-year-old",0,0,0,0,0,0,0,0,1,0
"2:46",0,0,0,0,0,0,0,0,1,0
"30%",0,0,0,0,0,0,0,0,1,0
"69,",0,0,0,0,0,0,0,0,1,0
"77,",0,0,0,0,0,0,0,0,1,0
"[but]",0,0,0,0,0,0,0,0,2,0
"[poor",0,0,0,0,0,0,0,0,1,0
"able",0,0,0,0,0,0,0,0,1,0
"abyss,",0,0,0,0,0,0,0,0,1,0
"add",0,0,0,0,0,0,0,0,1,0
"added.",0,0,0,0,0,0,0,0,1,0
"affection",0,0,0,0,0,0,0,0,1,0
"afloat,",0,0,0,0,0,0,0,0,1,0
"ago",0,0,0,0,0,0,0,0,1,0
"ago,",0,0,0,0,0,0,0,0,1,0
"aissami",0,0,0,0,0,0,0,0,1,0
"allegations",0,0,0,0,0,0,0,0,1,0
"along",0,0,0,0,0,0,0,0,1,0
"alternatives",0,0,0,0,0,0,0,0,1,0
"amigo!",0,0,0,0,0,0,0,0,1,0
"and,",0,0,0,0,0,0,0,0,1,1
"andrade,",0,0,0,0,0,0,0,0,1,0
"apparently",0,0,0,0,0,0,0,0,1,0
"appeal",0,0,0,0,0,0,0,0,1,0
"appeared",0,0,0,0,0,0,0,0,1,0
"april",0,0,0,0,0,0,0,0,1,0
"areas]",0,0,0,0,0,0,0,0,1,0
"ariana",0,0,0,0,0,0,0,0,1,0
"aside",0,0,0,0,0,0,0,0,1,0
"august",0,0,0,0,0,0,0,0,1,0
"away",0,0,0,0,0,0,0,0,1,0
"backing",0,0,0,0,0,0,0,0,1,1
"battle",0,0,0,0,0,0,0,0,1,1
"believes",0,0,0,0,0,0,0,0,1,0
"bent",0,0,0,0,0,0,0,0,1,0
"bolvar",0,0,0,0,0,0,0,0,2,0
"bolvar,",0,0,0,0,0,0,0,0,1,0
"bolvar.",0,0,0,0,0,0,0,0,1,0
"boxes",0,0,0,0,0,0,0,0,1,0
"boycotted",0,0,0,0,0,0,0,0,1,0
"broken",0,0,0,0,0,0,0,0,1,0
"brokered",0,0,0,0,0,0,0,0,1,0
"brought",0,0,0,0,0,0,0,0,1,0
